"set","setInf","locx","locy","time","genoID"
5,37,5.42108626198161,3.65709192916844,250,3343644861684251
22,91,2.00289321409775,4.52562162162161,250,3343682373010971
5,38,5.42108626198161,3.65709192916844,251,4155100211498267
30,152,6.02193577566731,6.31965714285713,252,3310821645273755
22,92,2.00289321409775,4.52562162162161,252,3238125046123515
22,93,2.00289321409775,4.52562162162161,252,7812093417679787
15,73,3.14513658412059,2.08701639344265,253,4451931758315193
30,153,6.02193577566731,6.31965714285713,253,3309009228320401
30,154,6.02193577566731,6.31965714285713,253,3309009228320401
30,155,6.02193577566731,6.31965714285713,253,1091878340314683
30,156,6.02193577566731,6.31965714285713,253,3309043579677747
3,68,5.19927272727327,2.55909356313043,254,2871023185479483
30,157,6.02193577566731,6.31965714285713,254,812736746708123
32,17,6.68026905829644,6.19239457831331,254,3346565462543003
21,31,5.60182303245884,6.85478656968628,255,3345857724042267
30,158,6.02193577566731,6.31965714285713,255,3308493773505179
30,159,6.02193577566731,6.31965714285713,255,7814017026148251
5,39,5.42108626198161,3.65709192916844,255,3308476190608667
22,94,2.00289321409775,4.52562162162161,255,7814293531190811
26,8,3.33629032258034,6.1503819223425,255,3345999122421651
26,9,3.33629032258034,6.1503819223425,255,2763412008126362
30,160,6.02193577566731,6.31965714285713,256,3311242604496666
30,161,6.02193577566731,6.31965714285713,256,3310698114602011
30,162,6.02193577566731,6.31965714285713,256,8410362162247313
21,32,5.60182303245884,6.85478656968628,257,2183552978175163
21,33,5.60182303245884,6.85478656968628,257,4434393361597203
30,163,6.02193577566731,6.31965714285713,257,3311242370139707
30,164,6.02193577566731,6.31965714285713,257,3308493823863960
5,40,5.42108626198161,3.65709192916844,257,4348629105827994
21,34,5.60182303245884,6.85478656968628,258,7251889726736267
22,95,2.00289321409775,4.52562162162161,258,3308493790308027
3,69,5.19927272727327,2.55909356313043,259,7847393484916251
22,96,2.00289321409775,4.52562162162161,259,3291039915589883
22,97,2.00289321409775,4.52562162162161,259,7814800119218843
15,74,3.14513658412059,2.08701639344265,260,3064368925034233
3,70,5.19927272727327,2.55909356313043,260,7849614184564379
3,71,5.19927272727327,2.55909356313043,260,3311234012992955
3,72,5.19927272727327,2.55909356313043,260,3064385900954243
30,165,6.02193577566731,6.31965714285713,260,8937991160252091
30,166,6.02193577566731,6.31965714285713,260,7849614184564379
26,10,3.33629032258034,6.1503819223425,260,3310692813561491
22,98,2.00289321409775,4.52562162162161,261,3309043546113947
32,18,6.68026905829644,6.19239457831331,261,2517124121414387
15,75,3.14513658412059,2.08701639344265,262,3273446521586587
22,99,2.00289321409775,4.52562162162161,262,3310692478012953
15,76,3.14513658412059,2.08701639344265,263,7250243948964507
21,35,5.60182303245884,6.85478656968628,263,3308768709610555
22,100,2.00289321409775,4.52562162162161,263,3081032305535641
26,11,3.33629032258034,6.1503819223425,263,8851131922695703
21,36,5.60182303245884,6.85478656968628,264,3311242300935579
3,73,5.19927272727327,2.55909356313043,264,7674242147347866
5,41,5.42108626198161,3.65709192916844,264,7073219481497267
26,12,3.33629032258034,6.1503819223425,264,3311208218001722
15,77,3.14513658412059,2.08701639344265,265,2571906529948371
21,37,5.60182303245884,6.85478656968628,265,3343677624993178
30,167,6.02193577566731,6.31965714285713,265,7794501164002491
3,74,5.19927272727327,2.55909356313043,266,3345877177265323
3,75,5.19927272727327,2.55909356313043,266,3345877177265595
8,12,3.66735471578293,7.21564889080905,266,3168443127618875
3,76,5.19927272727327,2.55909356313043,267,3310692832431675
30,168,6.02193577566731,6.31965714285713,267,4436710295127177
30,169,6.02193577566731,6.31965714285713,267,3064399793014683
30,170,6.02193577566731,6.31965714285713,267,3308493253428123
30,171,6.02193577566731,6.31965714285713,267,3310693904076347
30,172,6.02193577566731,6.31965714285713,267,7847414826058937
30,173,6.02193577566731,6.31965714285713,267,7849567040892091
30,174,6.02193577566731,6.31965714285713,267,3343676014907065
30,175,6.02193577566731,6.31965714285713,268,3346426940909211
22,101,2.00289321409775,4.52562162162161,269,3310675667242003
30,176,6.02193577566731,6.31965714285713,270,3344347824966907
30,177,6.02193577566731,6.31965714285713,270,3027001566355101
30,178,6.02193577566731,6.31965714285713,270,3027001566355357
30,179,6.02193577566731,6.31965714285713,270,2745681292360891
32,19,6.68026905829644,6.19239457831331,270,3310691723038267
15,78,3.14513658412059,2.08701639344265,271,4471915403331291
15,79,3.14513658412059,2.08701639344265,271,4471915403331291
21,38,5.60182303245884,6.85478656968628,271,3310690447978419
21,39,5.60182303245884,6.85478656968628,271,4435497503805083
3,77,5.19927272727327,2.55909356313043,271,7794472039271067
3,78,5.19927272727327,2.55909356313043,271,3293100610732571
30,180,6.02193577566731,6.31965714285713,271,3309026366211931
8,13,3.66735471578293,7.21564889080905,271,3308491424722867
30,181,6.02193577566731,6.31965714285713,272,3310690380858915
30,182,6.02193577566731,6.31965714285713,272,3308631229263391
30,183,6.02193577566731,6.31965714285713,272,4437140045350875
8,14,3.66735471578293,7.21564889080905,273,3343682256036955
3,79,5.19927272727327,2.55909356313043,274,2745664095708313
30,184,6.02193577566731,6.31965714285713,274,3343679471013019
32,20,6.68026905829644,6.19239457831331,274,1056693976614651
32,21,6.68026905829644,6.19239457831331,274,7847277772982043
15,80,3.14513658412059,2.08701639344265,275,4487308566637339
32,22,6.68026905829644,6.19239457831331,275,3363456520344475
8,15,3.66735471578293,7.21564889080905,275,3310692821907082
5,42,5.42108626198161,3.65709192916844,276,5563030372404409
22,102,2.00289321409775,4.52562162162161,276,3308493706424227
10,1,1.5,1.5,277,3308491173021368
15,81,3.14513658412059,2.08701639344265,279,1059441681919994
21,40,5.60182303245884,6.85478656968628,279,4208169179734706
26,13,6.05806451612878,1.86473583704649,280,3343675527845659
11,1,6.81851371085472,1.5,281,4437142459434683
5,43,1.5,4.16880953772429,281,3345877168869017
32,23,6.68026905829644,6.19239457831331,281,1039100699263931
8,16,1.61146395681104,3.33943497943167,281,3326052472211355
5,44,5.42108626198161,3.65709192916844,282,3308493790036635
5,45,5.42108626198161,3.65709192916844,282,3326086899091739
22,103,2.00289321409775,4.52562162162161,282,3308903523475867
12,1,2.38725868725744,7.5,283,3079795354421913
22,104,2.00289321409775,4.52562162162161,283,1058890583428763
30,185,3.65558570782364,3.37965714285714,284,2780725658834747
30,186,6.02193577566731,6.31965714285713,284,3308494880821051
22,105,6.07969489742247,5.09464864864853,284,7847277772990395
13,1,3.10905349794419,1.5,285,7814296752672443
30,187,1.57507914970664,4.9857142857143,285,3345877185121947
14,1,1.5,2.44931743292016,287,8975380997490687
21,41,5.60182303245884,6.85478656968628,287,3871443726433946
22,106,2.00289321409775,4.52562162162161,287,3308631212483259
15,82,2.75146796017427,4.05265573770493,288,3308493588415515
21,42,5.60182303245884,6.85478656968628,288,1076485185916571
22,107,6.64150447133145,5.77037837837835,288,3346013550855577
22,108,2.00289321409775,4.52562162162161,289,3080054145074617
22,109,2.00289321409775,4.52562162162161,289,7672043056459290
3,80,5.19927272727327,2.55909356313043,290,5595469302220475
30,188,3.65558570782364,3.37965714285714,290,2763408736556947
32,24,6.68026905829644,6.19239457831331,290,3363469415202971
8,17,3.66735471578293,7.21564889080905,290,3080851563792155
2,1,7.5,2.7706031835668,291,2466267664795323
5,46,5.42108626198161,3.65709192916844,292,2219977280384665
30,189,6.02193577566731,6.31965714285713,293,3029217836843579
16,1,5.49892933618827,7.5,295,3290898970238187
17,1,5.11444256756748,5.34420810577745,296,7814292241696539
30,190,6.02193577566731,6.31965714285713,296,2765469339402907
2,2,3.13034085453795,2.84112166025477,297,951140893910939
18,1,6.77470534904802,3.57006175192503,297,3343678162388411
19,1,3.74799388612876,6.26619518816517,297,3326085976084369
30,191,3.65558570782364,3.37965714285714,297,3346014389193403
30,192,3.65558570782364,3.37965714285714,297,3346014389193403
22,110,6.64150447133145,5.77037837837835,299,7249261141746201
30,193,3.65558570782364,3.37965714285714,300,3029766116230203
5,47,5.42108626198161,3.65709192916844,300,3308494729831865
22,111,2.00289321409775,4.52562162162161,301,7674087326631451
32,25,7.45515695067299,4.8226656626506,303,3310656023219891
22,112,5.60625986322978,2.60821621621614,310,3082131833940634
22,113,5.60625986322978,2.60821621621614,310,2501589694474906
22,114,1.92398737506628,5.50005405405394,312,7814293447557819
22,115,2.00289321409775,4.52562162162161,312,3205277136252563
3,81,5.19927272727327,2.55909356313043,314,1057345871603387
5,48,5.42108626198161,3.65709192916844,314,5562492660795251
22,116,2.00289321409775,4.52562162162161,314,4469698328317083
22,117,2.00289321409775,4.52562162162161,315,3311319476121243
19,2,3.69755445166216,2.01143941927484,316,2941394345578426
32,26,2.13587443946114,3.06501004016066,316,3343677893936731
14,2,5.84757582466223,1.5,317,830194581425819
30,194,3.65558570782364,3.37965714285714,317,3308493421200827
32,27,5.58699551569551,5.07366967871493,317,3080069158848443
18,2,7.37941976427897,7.03880460471144,318,3326085984742843
19,3,6.12437905999227,5.0803120020459,318,3027294362029595
19,4,7.5,7.5,318,3311246847037339
20,1,3.5086083213782,2.59090909090909,318,4205692730010651
32,28,6.68026905829644,6.19239457831331,318,3311209082047635
15,83,6.14743426091482,6.80529274004683,319,7812093400903091
4,1,1.5,7.5,319,3062718564978073
5,49,5.42108626198161,3.65709192916844,319,3080070181994779
22,118,2.18700683850618,5.82437837837835,319,3310948104032243
22,119,2.00289321409775,4.52562162162161,319,4399346763746203
30,195,6.02193577566731,6.31965714285713,320,3080069158848443
30,196,7.01786521935745,2.12857142857138,320,3345875038160795
5,50,5.42108626198161,3.65709192916844,320,3309730724102939
30,197,1.5,7.25234285714285,321,1091877291226813
22,120,2.00289321409775,4.52562162162161,321,3346151946112690
15,84,3.14513658412059,2.08701639344265,322,7814434174848691
30,198,3.65558570782364,3.37965714285714,322,3308493823853307
5,51,5.42108626198161,3.65709192916844,322,2464069849990459
22,121,1.64518674381965,6.53237837837844,322,3081991895305279
22,122,3.41478169384495,2.06756756756749,322,7812076237807163
11,2,6.17012818432575,6.1432039349545,323,3345879131808923
19,5,6.98414214749695,7.14589931737256,323,3202938241312699
30,199,3.65558570782364,3.37965714285714,323,3310831275920249
30,200,7.5,6.62377142857141,323,4399896402346795
32,29,5.6614349775786,5.07366967871493,323,4296404604052890
26,14,6.05806451612878,1.86473583704649,323,5560297347400859
15,85,4.28784784273704,4.72712880562057,324,3361236860551419
11,3,6.35802368976138,2.2348781987407,324,4437142123629963
5,52,5.42108626198161,3.65709192916844,324,3308493790102939
15,86,7.34375797804357,6.37037002341923,325,1056698271565881
15,87,3.90183814143522,3.6592131147541,325,3310690649280411
11,4,3.3468278435818,3.70488901138511,325,3308635540997659
21,43,5.60182303245884,6.85478656968628,325,4487170255021019
4,2,7.5,1.5,325,3308614905024147
7,1,7.5,1.5,325,3909240051388155
30,201,3.65558570782364,3.37965714285714,325,810400922528394
5,53,4.32747603833796,2.33758985447961,325,3309043210573723
5,54,5.42108626198161,3.65709192916844,325,7864870948996795
22,123,6.41320357706461,1.5,325,3343681987734171
22,124,2.00289321409775,4.52562162162161,325,3308491147890203
8,18,6.05763734518843,3.92166162631249,325,3343798421481259
19,6,3.74799388612876,6.26619518816517,326,3240875706336827
21,44,5.60182303245884,6.85478656968628,326,7814274740438201
21,45,5.60182303245884,6.85478656968628,326,2745544709295099
23,1,7.40008764241409,7.5,326,3062885749943483
3,82,5.19927272727327,2.55909356313043,326,3308480938433299
30,202,3.65558570782364,3.37965714285714,326,1109470534715033
22,125,2.00289321409775,4.52562162162161,326,3135321707176539
26,15,3.33629032258034,6.1503819223425,326,4190302115253819
15,88,7.34375797804357,6.37037002341923,327,3310417935656473
15,89,4.92047485320407,2.70370960187353,327,5615232418077593
2,3,3.31757081133232,2.94298168213749,327,3308491626040283
16,2,3.06584582441072,4.72576271186409,327,3308491374382771
17,2,4.99155405405359,4.44610520264477,327,3363466888659611
21,46,7.5,4.98732642715445,327,7849751154059187
24,1,6.32033898305114,5.30263157894744,327,4416938765484723
30,203,5.05042966983203,4.46571428571427,327,3346410634006171
30,204,2.9626865671639,4.47142857142851,327,4278263045999386
30,205,2.9626865671639,4.47142857142851,327,2782924984075579
30,206,3.65558570782364,3.37965714285714,327,4278263045999386
30,207,7.19877883310643,3.34754285714284,327,7812643156676123
30,208,2.58548168249669,6.37611428571427,327,3310693820188314
22,126,6.44792214623932,3.82443243243246,327,7812059043235483
32,30,5.90627802690611,2.01142068273095,327,8938546888232619
26,16,3.67983870967733,4.18789783577335,327,4434391020654235
26,17,6.05806451612878,1.86473583704649,327,3310692729669531
15,90,3.14513658412059,2.08701639344265,328,7847414859591451
15,91,7.26563696706535,7.10532084309137,328,4416801527841723
14,3,4.50996236439961,6.43362623568178,328,7814842196741777
2,4,1.5,3.37053965340776,328,7568551223023515
16,3,7.5,1.78576271186398,328,3062203923883675
20,2,1.68364418938236,3.59890909090929,328,7829687482762681
30,209,5.8717774762545,1.5,328,3361252698801977
30,210,3.65558570782364,3.37965714285714,328,3310690380859067
22,127,5.48421883219326,4.31091891891878,328,3363470478992923
32,31,6.08026905829588,2.44402610441773,328,4208169179205531
32,32,2.70179372197263,5.69603413654623,328,3080074174948755
26,18,6.05806451612878,1.86473583704649,328,775769821072027
15,92,6.13671176921108,6.05674004683844,329,3345874752374427
14,4,3.9108921850788,6.73803546210571,329,7583362308686491
30,211,5.01243781094521,2.75714285714282,329,7794636086899859
22,128,2.06496580746966,5.79729729729719,329,2780727839596346
14,5,4.44354660172719,2.93260630786129,330,3310830235733139
3,83,5.00618181818181,6.21584754464734,330,3309043579669721
22,129,2.8014203051028,5.2297297297297,332,7812094297950875
2,5,3.80436869899223,7.07646560547781,333,3132576224823833
25,1,2.38093498904264,2.73651612903222,333,3062161309746226
22,130,2.00289321409775,4.52562162162161,333,3064401806289434
10,2,7.5,7.5,337,3363469371639963
12,2,4.3957528957526,4.304551724138,337,7568551574824603
19,7,6.39147879251048,6.28035921547023,337,3220533799582649
19,8,2.20271303018666,2.46492436015975,338,3308631262256665
3,84,5.19927272727327,2.55909356313043,338,7251340342125243
2,6,3.81012962074214,4.26123248508804,339,3308498957683082
3,85,5.19927272727327,2.55909356313043,339,1041301685722867
21,47,5.60182303245884,6.85478656968628,340,2745543467780603
18,3,7.4700815956482,1.70218037661052,342,3308636396374459
15,93,3.14513658412059,2.08701639344265,343,1058892985203387
11,5,6.35802368976138,2.2348781987407,343,1056693984709787
30,212,3.65558570782364,3.37965714285714,343,7583394512629435
6,1,3.33418467583524,3.38571428571423,350,3345881480308377
26,19,4.51693548386987,3.91315245066839,350,5314002982584979
32,33,2.24080717488795,2.89759036144574,351,3308494612120859
8,19,1.9715782788187,2.13880383943503,351,1057244654912409
21,48,5.60182303245884,6.85478656968628,354,1619778248434545
24,2,2.97590272660265,4.45263157894751,354,3079932340622987
30,213,3.65558570782364,3.37965714285714,354,2745541689396889
18,4,7.2307343608338,4.39845239002832,355,3310693870494394
24,3,7.5,2.09649122807023,355,3310692478011131
22,131,2.00289321409775,4.52562162162161,355,2747877279172266
21,49,5.60182303245884,6.85478656968628,356,3311238274403999
30,214,7.12369968340026,6.20400000000004,356,8992949595293338
32,34,7.1116591928255,2.96109437751006,356,4434394757781275
18,5,7.44832275611949,4.51349393916298,357,3081992283118227
30,215,3.65558570782364,3.37965714285714,357,7251893115732378
22,132,6.64150447133145,5.77037837837835,357,7585593753918395
17,3,7.5,7.06884162115549,358,3328701242329243
19,9,6.29633167749249,1.5,358,5437289699788339
22,133,2.87085744345112,6.419027027027,358,7847240879883931
15,94,3.14513658412059,2.08701639344265,360,4436558362744347
22,134,2.45002630194717,4.28383783783779,360,3310830252508697
32,35,6.94753363228699,5.1573795180723,360,3290905881919899
10,3,6.31087202717896,7.11038961038968,361,3308631212479035
3,86,5.19927272727327,2.55909356313043,361,3029217836852891
30,216,3.65558570782364,3.37965714285714,361,3308766520207675
22,135,2.00289321409775,4.52562162162161,361,3029767189742219
32,36,2.23901345291457,6.14043674698798,361,3308630828697531
32,37,2.83991031390088,1.75276104417664,361,4082547828771739
11,6,5.63467467142621,4.23496300379506,362,4418965805517721
13,2,1.5,7.0446315789473,362,3310830252514971
32,38,2.43273542600871,3.92319277108432,362,3079792821325395
32,39,2.13408071748823,3.98594377510045,362,3027018544621211
22,136,2.00289321409775,4.52562162162161,363,3310692731765279
32,40,6.68026905829644,6.19239457831331,363,3308493790267673
14,6,2.23721496568463,3.28503059783459,364,3328284999602075
22,137,3.62519726459885,2.06756756756749,364,3873646994835227
32,41,3.09461883408105,5.17745983935744,364,4434943452956219
15,95,3.90183814143522,3.6592131147541,365,3344366430864026
21,50,7.32525566918633,1.54981265153186,365,3311243650989739
24,4,5.71547531319167,6.26894736842102,365,3310692612232955
32,42,7.5,4.88541666666667,365,8937958948007579
12,3,4.16409266409293,3.5918620689655,366,7075970415893243
27,1,4.5,4.5,366,5560843242358779
3,87,5.19927272727327,2.55909356313043,366,2780862963312363
13,3,1.90946502057585,1.85094736842095,367,2745509143137947
19,10,2.20271303018666,2.46492436015975,367,1094077371963161
25,2,3.66508400292162,6.85483870967747,367,2745945147998906
30,217,3.65558570782364,3.37965714285714,367,3307668686816763
30,218,3.73156942559965,2.83325714285717,367,3308495383594811
30,219,3.65558570782364,3.37965714285714,367,4471912366896539
30,220,7.21415649027617,5.40468571428568,367,4276069190124447
30,221,6.0979194934419,4.16662857142851,367,3308485200235099
22,138,3.99342451341404,3.47302702702705,367,4434943452932763
8,20,1.54763416957777,3.84660104814328,367,2042544646835403
26,20,7.41048387096616,4.18145289624442,367,3064951947978385
26,21,7.40322580644888,1.5,367,4436592653291195
18,6,1.77289211242059,4.54208279332165,368,3310675625307675
18,7,4.58340888485879,5.22821529313107,368,3328405258682939
25,3,6.89737034331587,2.51070967741931,368,3081994327096474
30,222,3.65558570782364,3.37965714285714,368,1058892865363099
30,223,5.87358661239228,4.24857142857144,368,827996430462907
5,55,4.50287539936123,1.55844193793466,368,7847269787160251
22,139,6.86875328774271,5.77037837837835,368,3363466939001787
32,43,2.00044843049389,4.24523092369475,368,5562769384199850
15,96,5.91307122798017,6.71637470725997,369,7794501231625913
12,4,1.5,6.41944827586212,369,3308628477925179
18,8,1.5,3.22871083326982,369,7512995821045947
24,5,7.32137067059751,6.56140350877198,369,4472327636569787
25,4,3.66508400292162,6.85483870967747,369,2780728209032955
30,224,6.09972862957873,3.29131428571431,369,3326186673195771
30,225,3.00791497060091,7.48091428571435,369,830178273840153
30,226,7.19877883310643,6.30000000000003,369,4399345698395315
5,56,5.42108626198161,3.65709192916844,369,4437141938802331
32,44,4.95919282511224,6.38955823293172,369,3291043354987067
8,21,6.34153699587166,1.89232113004114,369,3293100610209459
15,97,3.14513658412059,2.08701639344265,370,3273447914130521
2,7,1.73907825252242,2.27633854515918,370,4434531119318939
2,8,2.84229476716468,4.38913987223386,370,4469575921747867
16,4,1.5,1.5,370,1058892983094955
25,5,7.37180423666814,7.5,370,1059721928296027
28,1,1.5,1.5,370,3307535458954915
3,88,4.38327272727266,2.9353997624177,370,7585581137445435
3,89,5.19927272727327,2.55909356313043,370,3343678028179355
30,227,2.84147444595136,5.09919999999996,370,1058892983094955
30,228,6.02193577566731,6.31965714285713,370,3311242200269979
30,229,3.65558570782364,3.37965714285714,370,3309043546243995
22,140,3.55470804839661,4.49999999999996,370,3346014624335513
22,141,4.93924250394605,1.88059459459459,370,2800523696467641
32,45,3.34484304932776,2.47991967871488,370,3310692796000057
32,46,3.34484304932776,2.47991967871488,370,3308491374479035
32,47,5.90627802690611,2.01142068273095,370,7814292466233017
8,22,6.16910130200097,1.5,370,3291036891594911
26,22,6.05806451612878,1.86473583704649,370,7266735113424539
26,23,3.32419354838867,3.44171705919793,370,4451983215084475
15,98,7.32078121011007,7.20019672131147,371,3081991890462107
15,99,6.19798315037027,5.19555035128802,371,3290901637812895
19,11,6.56343141001129,5.78851336730078,371,7814273113581275
19,12,5.68647306075497,3.31405779710033,371,8938543122271897
23,2,7.5,6.3122518434488,371,3909380719814363
3,90,5.19927272727327,2.55909356313043,371,3343819895784635
30,230,3.96223428312961,5.05999999999999,371,3308476627173435
30,231,2.45160560832203,3.00742857142856,371,3308491508730651
30,232,5.91881501582929,7.21051428571429,371,3308494662717087
32,48,6.4094170403582,1.51782128514055,371,3170504720434715
13,4,3.41769547325152,2.16673684210527,372,3309043579667739
13,5,7.39711934156458,7.14926315789472,372,1059167474672539
18,9,5.80734360834014,4.5038880841656,372,3062192179569851
25,6,5.1453615777938,4.12219354838707,372,7779105703249563
30,233,1.92243328810422,6.32034285714291,372,3170505081016059
32,49,3.51076233183778,2.89620983935743,372,3307536046198303
32,50,6.68026905829644,6.19239457831331,372,3310689868892059
32,51,6.4094170403582,1.51782128514055,372,3345874676934043
15,100,3.31363288230838,1.97572833723653,373,4436592720004761
15,101,1.57199387286294,1.5,373,3308494729834395
15,102,5.42136839417978,2.01046370023418,373,3029217870401202
30,234,6.02193577566731,6.31965714285713,373,3308493773265435
30,235,6.02193577566731,6.31965714285713,373,3343952906153915
30,236,6.02193577566731,6.31965714285713,373,2745543870435099
5,57,4.0083067092647,3.350622406639,373,3343953040306075
22,142,1.69884271436123,6.14902702702706,373,3029217870401202
22,143,1.78406102051573,6.20270270270268,373,2800523243424955
19,13,3.74799388612876,6.26619518816517,374,2798318230765337
23,3,1.5,1.5,376,1111941885839771
23,4,1.5,1.5,376,3363741699525019
28,2,1.5,2.14893789524933,376,3027017739568795
28,3,1.5,2.14893789524933,376,3027017739568795
30,237,6.33943916779667,1.93805714285715,376,3308772979393593
30,238,5.00701040253186,2.9083428571428,376,3132709368789131
30,239,5.00701040253186,2.9083428571428,376,7812058722388793
30,240,6.33943916779667,1.93805714285715,376,3308768265555647
22,144,2.00289321409775,4.52562162162161,376,3308459095018267
32,52,2.70179372197263,5.69603413654623,376,3150301554825355
10,4,6.19875424688264,4.74670129870131,377,3343667424194107
2,9,3.3233317330762,3.75870892598746,377,4964487150756507
30,241,6.25621890547237,4.34000000000002,377,7794501902718613
5,58,5.4460063897766,2.49351294488928,377,1058875853686555
26,24,4.38629032257775,6.14071451304904,377,1059434148728443
30,242,6.02193577566731,6.31965714285713,378,3082129220890266
22,145,4.57206733298259,3.60810810810814,378,8940197716481979
22,146,1.74934245134212,2.06756756756749,378,1058892781767227
22,147,3.41478169384495,2.06756756756749,379,3906731194762291
13,6,6.33333333333327,6.02631578947366,380,3310697142062651
22,148,2.00289321409775,4.52562162162161,380,3167756301943451
32,53,6.00852017937192,5.74159136546185,380,3361233472089755
32,54,3.38161434977596,3.78840361445785,380,7689463528213931
8,23,7.5,3.92650787985792,380,7812348951455411
30,243,6.02193577566731,6.31965714285713,381,8938523755079323
2,10,3.37229956793006,3.89995764656053,382,3309043143460539
3,91,3.62945454545522,5.10275434393063,382,1056969793512891
22,149,2.34481851657022,3.93243243243238,382,7849476527808187
22,150,1.74934245134212,2.55405405405407,382,3343678162392603
2,11,1.93206913106368,2.62935446299362,383,4399347602868890
32,55,6.68026905829644,6.19239457831331,385,2745544708769307
26,25,1.93548387096993,1.64763685550611,385,2780732235509407
21,51,1.51734104046171,2.19796488134598,386,3063027819373979
30,244,3.80936227951107,3.44514285714283,387,3311105129890491
30,245,3.80936227951107,3.44514285714283,387,3029630153179803
14,7,2.83495682975383,7.5,388,2217778255556287
30,246,3.73156942559965,2.83325714285717,389,7814290276771231
22,151,6.15018411362361,5.06756756756753,389,3308498084744885
17,4,6.7398648648649,6.49410750215597,390,7849597055329939
30,247,3.65558570782364,3.37965714285714,390,3346152063534745
30,248,5.29918588873793,2.52857142857145,390,3308493722672347
5,59,5.42108626198161,3.65709192916844,390,986312347508883
5,60,3.32683706070299,5.16886797966221,391,3343810920498099
5,61,3.51277955271535,2.96104844836653,391,3170487531771579
30,249,4.18385345997208,4.81428571428572,393,3308459413259035
19,14,5.56954528085545,3.56558731532666,394,2605356095947707
30,250,2.84147444595136,5.09919999999996,394,7814274724184754
26,26,1.5,7.5,395,7814979618918139
15,103,5.33252489150022,3.84806557377044,396,2782928154224091
15,104,5.33252489150022,3.84806557377044,396,2782928087041499
2,12,1.54320691310848,3.16067836092191,396,3310692813557915
5,62,7.5,4.89056747121731,396,3064955991280187
19,15,6.48662590752847,5.69019141109122,397,3081998421510715
25,7,2.73374726077394,4.48929032258071,397,3310967221706391
18,10,7.21532184950098,1.5,399,3328422446420507
21,52,3.25544686527304,6.69183013738879,399,3152496266365627
30,251,3.9577114427861,2.6618285714286,399,3343682456830649
30,252,4.09791949344158,5.16091428571429,399,1056968837746331
30,253,2.10334690185414,5.21428571428573,399,3152501651849403
5,63,5.81309904153319,2.35710946174972,399,7849481107982227
8,24,5.31073356621085,1.81793677329677,399,3027018796783259
26,27,7.5,4.27132399745387,399,3311242568840889
29,1,1.5,3.01370962115401,400,8937990891822587
22,152,2.78353498158876,3.41902702702704,400,2745543501341883
22,153,2.67832719621291,6.09470270270276,400,830192098306859
32,56,1.83273542600814,4.23280622489954,400,3273446794317963
32,57,4.43632286995484,3.33760040160646,400,3079795388503483
18,11,6.74388032638191,3.61523214149578,401,3079787620650235
28,4,7.5,7.5,401,4471726660216507
30,254,3.11194029850735,6.2624,401,3062344902819995
30,255,3.11194029850735,6.2624,401,3308467651536667
30,256,7.31637268204435,6.46571428571425,401,1057371918750873
5,64,2.5015974440898,1.5,401,3311379722849818
8,25,6.16910130200097,1.5,401,3308484831397659
8,26,6.16910130200097,1.5,401,3343815601340827
8,27,5.66036837091125,1.89299735146615,401,3152364212603675
30,257,2.88670284938884,4.31897142857143,402,3346013952992923
14,8,7.5,4.16938647418803,403,3310417935650107
3,92,4.30036363636347,5.40597378541086,403,3343677898217881
11,7,1.5,4.61429601204234,404,1058892916184731
13,7,5.85390946502254,6.06147368421039,404,3257916255405243
3,93,2.00945454545477,1.72143475547139,404,7847277789766427
30,258,3.65558570782364,3.37965714285714,404,3309009840424091
3,94,5.19927272727327,2.55909356313043,406,3345876908821433
32,58,5.6614349775786,6.51694277108438,406,3273309422412441
24,6,7.19314664701549,1.65491228070178,407,3310692444456691
5,65,5.42108626198161,3.65709192916844,408,8940739687630523
18,12,6.79011786038084,5.19002058397502,409,2745543820101275
22,154,3.8882167280382,5.98654054054043,412,3345876648739995
22,155,3.8882167280382,5.98654054054043,412,3345876648739995
13,8,4.85802469135922,6.27199999999997,413,4469835767009179
30,259,7.19877883310643,3.34754285714284,413,3308597741929435
30,260,7.19877883310643,3.34754285714284,413,3308597741929435
25,8,5.96603360116934,3.58696774193552,414,7284464738422687
29,2,4.76498153933539,3.36283401939582,414,7726468949659323
5,66,5.42108626198161,3.65709192916844,417,3344226844462233
32,59,6.14035874439474,5.93122489959842,418,3311242552340379
18,13,7.36038077969176,2.57219638636888,419,3273289956118171
2,13,4.31421027364424,3.73244979352689,421,7002852524052371
24,7,2.01289609432577,5.50719298245613,424,3343677894084281
3,95,4.22727272727231,5.26511567036458,425,3308476241332633
22,156,6.86875328774271,5.77037837837835,425,5596025215307994
3,96,5.19927272727327,2.55909356313043,426,2746093575916474
32,60,3.19417040358725,5.34626004016067,426,3081986912339891
21,53,4.08248110271199,2.92884431709641,427,3308631095035547
30,261,3.65558570782364,3.37965714285714,427,425575392265755
13,9,6.23045267489785,6.16673684210513,428,2748259111328922
30,262,5.01243781094521,3.13805714285712,428,1059855072546459
15,105,1.5,5.0269320843091,429,3346014624596894
18,14,6.77470534904802,3.57006175192503,429,3343669504822971
21,54,5.60182303245884,6.85478656968628,429,3363469220415163
5,67,5.42108626198161,3.65709192916844,429,4278267122336667
5,68,5.42108626198161,3.65709192916844,429,3029215555208895
5,69,4.34376996805101,2.31818713108523,429,3029771887101169
22,157,6.34271436086347,6.77027027027018,429,3134753756586427
15,106,5.20385499106575,2.77711475409836,430,3363469354880187
